question,answer,wrong1,wrong2,difficulty,type
410 × 98 =,40180,40194,40166,6,multiplication
83 × 12 =,1007.52,1007.58,1007.37,5,multiplication
172 + 37 =,209,220,198,6,addition
78 ÷ 14 =,5.59,5.54,5.56,5,division
72 ÷ 8 =,9,29,-11,5,division
461 + 541 =,1003.69,1003.61,1003.66,6,addition
30 ÷ 3 =,10,21,-1,6,division
644 - 492 =,152,157,147,6,subtraction
948 + 648 =,1596.81,1596.88,1596.86,6,addition
804 - 3 =,801,814,788,5,subtraction
507 ÷ 8 =,63.45,63.25,63.47,5,division
23 - 61 =,-37.85,-37.66,-37.94,5,subtraction
89 + 56 =,146.33,146.31,146.38,5,addition
4 + 49 =,53.25,53.23,53.08,5,addition
40 × 15 =,607.8,607.95,607.67,5,multiplication
54 × 11 =,599.39,599.4,599.34,5,multiplication
322 ÷ 4 =,80.67,80.66,80.59,5,division
909 - 844 =,65,73,57,5,subtraction
33 ÷ 11 =,3,21,-15,6,division
79 + 68 =,148.6,148.49,148.59,5,addition
11 ÷ 1 =,11,26,-4,6,division
356 - 3 =,353,373,333,6,subtraction
157 × 786 =,123402,123409,123395,6,multiplication
1195 ÷ 14 =,85.36,85.22,85.55,6,division
27 ÷ 3 =,9,22,-4,6,division
660 - 75 =,585,600,570,5,subtraction
67 × 20 =,1340.4,1340.39,1340.21,5,multiplication
41 + 93 =,135.31,135.14,135.34,5,addition
272 - 253 =,18.8,18.79,18.65,6,subtraction
55 ÷ 11 =,5,10,0,6,division
678 + 48 =,727.58,727.75,727.75,6,addition
108 ÷ 12 =,9,14,4,5,division
67 - 912 =,-845.43,-845.37,-845.34,6,subtraction
851 + 690 =,1541,1548,1534,6,addition
93 + 76 =,169.89,169.98,170,5,addition
67 × 20 =,1344.8,1344.9,1344.69,5,multiplication
84 - 8 =,76.66,76.62,76.81,5,subtraction
25 ÷ 5 =,5,18,-8,5,division
772 - 640 =,132,141,123,5,subtraction
794 + 783 =,1577.94,1577.84,1578.07,6,addition
719 ÷ 9 =,79.91,79.8,79.74,5,division
58 × 4 =,235.96,236.96,236.09,5,multiplication
37 ÷ 1 =,37.56,37.53,37.69,6,division
898 ÷ 10 =,89.82,89.73,89.76,5,division
141 + 877 =,1018,1032,1004,5,addition
411 + 184 =,595,608,582,5,addition
7 ÷ 7 =,1,9,-7,6,division
8 - 95 =,-87.04,-86.92,-86.93,5,subtraction
603 × 500 =,301500,301520,301480,6,multiplication
65 × 97 =,6305,6320,6290,5,multiplication
30 ÷ 3 =,10,23,-3,6,division
88 × 6 =,530.46,530.32,530.44,6,multiplication
698 × 737 =,514426,514435,514417,6,multiplication
46 × 10 =,465.7,465.57,465.75,6,multiplication
995 - 672 =,323,340,306,5,subtraction
95 × 10 =,956.7,956.75,956.66,6,multiplication
780 - 569 =,211.41,211.34,211.55,6,subtraction
160 + 721 =,881,888,874,5,addition
49 × 13 =,638.56,638.53,638.64,5,multiplication
76 × 17 =,1308.83,1308.81,1308.8,6,multiplication
986 - 595 =,390.68,390.55,390.61,6,subtraction
663 - 894 =,-230.87,-230.83,-230.98,6,subtraction
673 - 641 =,32,37,27,6,subtraction
668 - 314 =,354,364,344,5,subtraction
33 + 62 =,95.43,95.5,95.39,5,addition
550 × 412 =,226600,226606,226594,5,multiplication
88 - 43 =,45.09,46.09,44.96,5,subtraction
352 + 868 =,1221.67,1221.65,1221.63,6,addition
539 + 265 =,804,822,786,6,addition
488 + 497 =,985.82,985.9,985.71,6,addition
27 × 12 =,333.48,333.43,333.31,5,multiplication
690 - 626 =,64,77,51,6,subtraction
51 ÷ 2 =,25.76,25.77,25.59,6,division
342 + 111 =,453,470,436,5,addition
7 × 12 =,91.8,91.85,91.93,5,multiplication
793 + 673 =,1466,1477,1455,5,addition
99 - 48 =,51.43,51.63,51.57,5,subtraction
40 × 14 =,566.02,566.07,566.14,6,multiplication
8 ÷ 2 =,4.11,3.92,4.27,5,division
60 - 65 =,-4.28,-4.39,-4.45,5,subtraction
1299 ÷ 16 =,81.19,81.23,81.16,5,division
132 ÷ 12 =,11,24,-2,6,division
719 - 533 =,186,205,167,5,subtraction
90 - 61 =,29.14,29.28,29.32,5,subtraction
34 × 278 =,9452,9468,9436,5,multiplication
36 - 96 =,-59.19,-59.33,-59.3,5,subtraction
74 + 949 =,1023,1043,1003,5,addition
592 - 879 =,-286.83,-286.89,-286.87,6,subtraction
58 + 8 =,66.62,66.59,66.65,5,addition
5 - 78 =,-73.12,-73.17,-72.99,5,subtraction
557 × 698 =,388786,388800,388772,6,multiplication
571 - 255 =,316,324,308,5,subtraction
111 × 907 =,100677,100697,100657,5,multiplication
651 - 202 =,449,460,438,5,subtraction
357 + 374 =,731,751,711,5,addition
54 × 15 =,821.25,821.2,821.38,6,multiplication
194 + 22 =,216.61,216.5,216.45,6,addition
91 × 19 =,1744.58,1745.58,1744.61,6,multiplication
548 + 872 =,1420,1426,1414,5,addition
7 ÷ 7 =,1,13,-11,5,division
52 - 76 =,-23.63,-23.49,-23.53,5,subtraction
213 + 233 =,446,463,429,6,addition
734 × 506 =,371404,371419,371389,5,multiplication
557 - 144 =,413,430,396,5,subtraction
73 + 8 =,82.71,82.67,82.72,5,addition
2 × 20 =,55,55.12,55.03,5,multiplication
7 + 30 =,38.07,38.17,37.97,5,addition
85 - 596 =,-510.98,-511.03,-510.91,6,subtraction
82 + 6 =,89.64,89.77,89.78,5,addition
921 - 106 =,815,820,810,6,subtraction
39 × 18 =,706.86,706.7,706.85,5,multiplication
985 ÷ 10 =,98.54,98.74,98.35,6,division
366 + 454 =,821.66,821.78,821.48,6,addition
95 + 74 =,169.7,169.72,169.66,5,addition
76 × 8 =,615.84,616.03,615.99,6,multiplication
455 × 310 =,141050,141055,141045,5,multiplication
420 × 727 =,305340,305359,305321,5,multiplication
83 - 5 =,77.73,77.78,77.82,5,subtraction
98 × 13 =,1284.79,1284.94,1284.69,6,multiplication
14 ÷ 2 =,7,20,-6,5,division
17 - 9 =,8.39,8.32,8.27,5,subtraction
99 ÷ 11 =,9,18,0,6,division
90 + 336 =,427.18,427.27,427.1,6,addition
466 + 809 =,1275,1281,1269,6,addition
12 ÷ 2 =,6,24,-12,5,division
275 + 102 =,377,396,358,5,addition
90 × 4 =,362.36,362.17,362.45,6,multiplication
108 × 651 =,70308,70313,70303,5,multiplication
607 - 417 =,190,199,181,6,subtraction
430 + 547 =,977,988,966,5,addition
84 ÷ 12 =,7,20,-6,5,division
201 + 147 =,348,368,328,5,addition
99 × 14 =,1394.96,1394.77,1394.84,6,multiplication
659 + 69 =,728,741,715,5,addition
817 - 377 =,440,447,433,6,subtraction
982 ÷ 13 =,75.58,75.77,75.46,5,division
691 + 688 =,1379,1390,1368,5,addition
5 ÷ 5 =,1,8,-6,5,division
95 - 379 =,-283.93,-284.04,-283.99,6,subtraction
33 ÷ 3 =,11,30,-8,6,division
266 + 782 =,1049.52,1049.38,1049.51,6,addition
977 × 150 =,146550,146559,146541,6,multiplication
113 ÷ 6 =,18.93,18.9,19.09,5,division
907 + 991 =,1898,1911,1885,5,addition
977 - 272 =,705,713,697,5,subtraction
88 + 60 =,149.25,149.05,149.27,5,addition
299 + 497 =,796.44,796.47,796.56,6,addition
802 × 226 =,181252,181265,181239,5,multiplication
29 × 17 =,504.39,504.34,504.57,5,multiplication
953 + 72 =,1025.92,1025.73,1025.87,6,addition
83 × 2 =,167.98,168.01,167.89,5,multiplication
537 + 913 =,1450.84,1450.96,1450.73,6,addition
280 + 489 =,769.52,769.44,769.37,6,addition
54 × 7 =,378.77,379.77,378.6,6,multiplication
446 - 198 =,248.11,248.08,248.08,6,subtraction
328 ÷ 5 =,65.7,65.55,65.79,5,division
1294 ÷ 13 =,99.56,99.57,99.6,6,division
800 ÷ 14 =,57.19,57.01,57.2,6,division
70 ÷ 7 =,10,27,-7,6,division
63 ÷ 7 =,9.08,9.07,9.17,5,division
1002 ÷ 16 =,62.64,62.51,62.78,5,division
42 × 6 =,257.22,257.02,257.27,6,multiplication
918 + 314 =,1232,1252,1212,6,addition
568 - 476 =,92,104,80,5,subtraction
43 + 78 =,122.47,122.37,122.4,5,addition
16 ÷ 8 =,2,18,-14,6,division
98 - 11 =,87.76,87.64,87.84,5,subtraction
754 + 158 =,913.11,913.28,913.16,6,addition
209 + 978 =,1187,1198,1176,5,addition
312 ÷ 15 =,20.86,20.72,20.76,6,division
80 ÷ 8 =,10,19,1,6,division
924 - 123 =,801,818,784,5,subtraction
44 × 4 =,177.48,177.42,177.54,6,multiplication
972 + 632 =,1604,1613,1595,6,addition
405 + 547 =,952,971,933,5,addition
1145 ÷ 14 =,81.79,81.68,81.94,5,division
57 × 11 =,630.74,630.57,630.93,5,multiplication
225 - 901 =,-675.25,-675.42,-675.19,6,subtraction
63 + 13 =,77.52,77.55,77.7,5,addition
556 - 37 =,519,526,512,5,subtraction
36 - 2 =,34.08,33.9,33.88,5,subtraction
90 × 252 =,22680,22685,22675,6,multiplication
450 × 517 =,232650,232667,232633,6,multiplication
11 + 11 =,22.2,22.12,22.39,5,addition
120 ÷ 12 =,10,25,-5,5,division
249 + 118 =,367,379,355,5,addition
581 - 187 =,394,405,383,5,subtraction
1102 ÷ 18 =,61.26,61.29,61.42,6,division
384 + 562 =,947.08,947.17,947.14,6,addition
77 ÷ 7 =,11,20,2,6,division
652 + 38 =,690.52,690.35,690.53,6,addition
64 ÷ 1 =,64.21,64.39,64.07,6,division
274 - 138 =,136,151,121,5,subtraction
12 ÷ 1 =,12,31,-7,5,division
4 ÷ 1 =,4,20,-12,5,division
921 - 569 =,352,363,341,5,subtraction
41 + 65 =,107.75,107.73,107.86,5,addition
110 ÷ 10 =,11,29,-7,5,division
29 × 14 =,409.5,409.69,409.47,5,multiplication
15 × 4 =,63.8,63.68,63.88,5,multiplication
63 ÷ 9 =,7,19,-5,6,division
48 ÷ 3 =,16.22,16.04,16.11,5,division
137 - 452 =,-314.87,-315.04,-315.01,6,subtraction
394 × 232 =,91408,91424,91392,5,multiplication
234 - 204 =,30,41,19,6,subtraction
329 - 327 =,1.73,1.79,1.69,6,subtraction
433 ÷ 14 =,30.97,30.91,30.82,6,division
27 + 96 =,124.32,124.42,124.42,5,addition
60 ÷ 12 =,5,24,-14,5,division
139 ÷ 9 =,15.45,15.28,15.5,6,division
376 - 227 =,149,156,142,5,subtraction
726 - 187 =,539,547,531,5,subtraction
496 + 592 =,1088,1093,1083,5,addition
90 + 52 =,142.92,143.12,142.84,5,addition
32 ÷ 4 =,8,23,-7,6,division
273 × 331 =,90363,90374,90352,6,multiplication
435 + 915 =,1351.03,1351.13,1351,6,addition
24 ÷ 4 =,6,16,-4,6,division
150 ÷ 4 =,37.74,37.94,37.7,6,division
592 - 144 =,448,460,436,5,subtraction
549 - 534 =,15,31,-1,5,subtraction
725 + 138 =,863,870,856,6,addition
14 ÷ 2 =,7,14,0,5,division
1051 ÷ 13 =,80.9,80.82,80.96,6,division
8 × 822 =,6576,6581,6571,5,multiplication
132 ÷ 11 =,12,28,-4,5,division
93 × 531 =,49383,49403,49363,6,multiplication
46 - 22 =,24.59,24.39,24.54,5,subtraction
917 - 656 =,261,270,252,5,subtraction
597 - 26 =,571,587,555,5,subtraction
63 ÷ 9 =,7,13,1,5,division
19 + 433 =,452,458,446,6,addition
58 × 10 =,581.3,581.17,581.16,5,multiplication
55 ÷ 5 =,11,23,-1,6,division
52 × 3 =,157.14,157.27,156.99,6,multiplication
55 ÷ 3 =,18.53,18.39,18.54,5,division
766 + 275 =,1042.34,1042.32,1042.41,6,addition
803 × 467 =,375001,375007,374995,5,multiplication
13 × 7 =,96.6,96.77,96.63,6,multiplication
134 + 558 =,692,700,684,6,addition
966 + 217 =,1183.33,1184.33,1183.17,6,addition
16 + 4 × 6 =,40,38,39,6,bodmas
24 ÷ (2 + 4) =,4,2,5,6,bodmas
(4 + 10) × 7 =,98,99,101,6,bodmas
(11 + 3) × 7 =,98,97,95,5,bodmas
30 ÷ (2 + 4) =,5,2,4,6,bodmas
5 + 8 × 10 =,85,88,83,6,bodmas
(12 + 12) × 6 =,144,145,141,5,bodmas
13 + 3 × 6 =,31,34,28,6,bodmas
14 + 3 × 9 =,41,38,39,6,bodmas
11 + 9 × 4 =,47,49,45,6,bodmas
36 ÷ (4 + 5) =,4,2,5,5,bodmas
(15 + 9) × 6 =,144,147,143,6,bodmas
19 + 6 × 5 =,49,48,47,6,bodmas
32 ÷ (4 + 4) =,4,3,7,6,bodmas
(14 + 13) × 5 =,135,137,133,5,bodmas
17 + 6 × 2 =,29,27,31,5,bodmas
12 ÷ (2 + 4) =,2,1,4,5,bodmas
30 ÷ (3 + 2) =,6,3,7,6,bodmas
7 + 8 × 5 =,47,49,46,5,bodmas
(3 + 4) × 10 =,70,73,67,5,bodmas
14 ÷ (5 + 2) =,2,4,5,6,bodmas
(9 + 3) × 9 =,108,107,110,5,bodmas
(13 + 4) × 9 =,153,155,151,5,bodmas
25 ÷ (2 + 3) =,5,8,6,6,bodmas
(9 + 11) × 10 =,200,202,197,5,bodmas
17 + 4 × 6 =,41,40,43,5,bodmas
(10 + 9) × 9 =,171,170,173,6,bodmas
25 ÷ (3 + 2) =,5,4,7,5,bodmas
28 ÷ (3 + 4) =,4,2,7,5,bodmas
(11 + 8) × 7 =,133,131,134,5,bodmas
9 + 9 × 6 =,63,65,62,5,bodmas
8 + 3 × 2 =,14,16,12,5,bodmas
24 ÷ (3 + 5) =,3,1,5,6,bodmas
17 + 9 × 9 =,98,97,99,5,bodmas
17 + 10 × 6 =,77,75,79,5,bodmas
14 ÷ (3 + 4) =,2,3,4,5,bodmas
(2 + 7) × 6 =,54,56,51,5,bodmas
(14 + 13) × 5 =,135,136,133,6,bodmas
(7 + 11) × 10 =,180,177,179,5,bodmas
13 + 4 × 8 =,45,43,47,6,bodmas
21 ÷ (2 + 5) =,3,4,5,5,bodmas
7 ÷ (5 + 2) =,1,3,4,6,bodmas
8 + 7 × 5 =,43,42,46,5,bodmas
4 + 5 × 7 =,39,40,41,6,bodmas
(8 + 2) × 8 =,80,81,77,5,bodmas
(13 + 3) × 10 =,160,162,159,5,bodmas
17 + 8 × 10 =,97,99,95,5,bodmas
(5 + 3) × 6 =,48,49,45,6,bodmas
(11 + 11) × 9 =,198,201,197,6,bodmas
16 + 7 × 3 =,37,40,39,6,bodmas
(2 + 15) × 6 =,102,100,103,5,bodmas
13 + 5 × 8 =,53,56,51,6,bodmas
14 ÷ (3 + 4) =,2,3,4,6,bodmas
19 + 10 × 7 =,89,92,86,5,bodmas
17 + 5 × 4 =,37,38,39,5,bodmas
(13 + 6) × 10 =,190,187,188,5,bodmas
17 + 4 × 9 =,53,52,55,5,bodmas
(6 + 6) × 9 =,108,105,106,5,bodmas
6 + 5 × 8 =,46,48,49,5,bodmas
20 + 8 × 6 =,68,65,70,6,bodmas
18 ÷ (4 + 5) =,2,1,5,6,bodmas
4 + 5 × 3 =,19,16,22,6,bodmas
18 ÷ (5 + 4) =,2,3,4,5,bodmas
17 + 3 × 5 =,32,35,31,6,bodmas
(8 + 8) × 3 =,48,49,45,6,bodmas
(6 + 14) × 7 =,140,139,142,6,bodmas
(12 + 10) × 2 =,44,41,45,5,bodmas
20 ÷ (3 + 2) =,4,2,3,6,bodmas
(9 + 11) × 9 =,180,178,183,6,bodmas
(11 + 5) × 6 =,96,98,94,6,bodmas
(4 + 8) × 3 =,36,34,37,5,bodmas
7 + 8 × 6 =,55,57,53,6,bodmas
19 + 6 × 6 =,55,52,54,6,bodmas
21 ÷ (5 + 2) =,3,2,4,6,bodmas
(6 + 11) × 8 =,136,137,133,6,bodmas
14 + 2 × 4 =,22,20,21,6,bodmas
5 + 7 × 7 =,54,53,55,6,bodmas
2 + 9 × 6 =,56,58,55,6,bodmas
16 + 2 × 4 =,24,25,23,6,bodmas
(2 + 6) × 3 =,24,27,21,5,bodmas
4 + 2 × 6 =,16,13,14,6,bodmas
(4 + 13) × 3 =,51,50,52,6,bodmas
(11 + 9) × 8 =,160,162,158,6,bodmas
(2 + 4) × 6 =,36,35,38,6,bodmas
13 + 7 × 7 =,62,64,61,6,bodmas
32 ÷ (3 + 5) =,4,5,6,5,bodmas
12 + 10 × 6 =,72,73,71,5,bodmas
17 + 7 × 10 =,87,84,86,5,bodmas
28 ÷ (4 + 3) =,4,1,3,6,bodmas
16 ÷ (4 + 4) =,2,4,5,6,bodmas
32 ÷ (4 + 4) =,4,1,7,6,bodmas
12 + 10 × 8 =,92,89,94,5,bodmas
16 ÷ (5 + 3) =,2,3,5,6,bodmas
18 + 5 × 3 =,33,34,35,5,bodmas
12 ÷ (2 + 4) =,2,1,5,5,bodmas
7 + 8 × 3 =,31,32,29,6,bodmas
11 + 5 × 8 =,51,50,54,5,bodmas
(11 + 11) × 2 =,44,42,43,6,bodmas
12 ÷ (4 + 2) =,2,1,4,6,bodmas
28 ÷ (2 + 2) =,7,8,5,6,bodmas
(9 + 14) × 9 =,207,209,206,6,bodmas
28 ÷ (4 + 3) =,4,1,5,6,bodmas
2 + 10 × 10 =,102,105,103,5,bodmas
8 + 4 × 2 =,16,17,15,6,bodmas
28 ÷ (2 + 5) =,4,5,7,5,bodmas
30 ÷ (4 + 2) =,5,2,7,5,bodmas
10 + 4 × 8 =,42,40,41,5,bodmas
16 + 7 × 8 =,72,73,74,5,bodmas
8 + 10 × 10 =,108,105,110,6,bodmas
(7 + 12) × 3 =,57,56,54,6,bodmas
13 + 4 × 7 =,41,42,38,6,bodmas
(11 + 4) × 10 =,150,153,149,6,bodmas
(9 + 12) × 4 =,84,83,87,6,bodmas
6 + 2 × 6 =,18,20,21,5,bodmas
(4 + 2) × 3 =,18,16,17,6,bodmas
15 + 10 × 9 =,105,107,108,6,bodmas
(12 + 8) × 2 =,40,42,38,6,bodmas
8 + 10 × 3 =,38,41,36,5,bodmas
(15 + 4) × 2 =,38,36,37,6,bodmas
32 ÷ (2 + 2) =,8,11,6,5,bodmas
16 + 2 × 10 =,36,33,37,6,bodmas
(3 + 6) × 10 =,90,89,87,5,bodmas
(6 + 9) × 3 =,45,48,44,5,bodmas
(8 + 6) × 4 =,56,57,54,6,bodmas
24 ÷ (3 + 5) =,3,1,2,6,bodmas
16 ÷ (3 + 5) =,2,4,5,6,bodmas
6 + 2 × 10 =,26,24,27,5,bodmas
(14 + 9) × 3 =,69,72,70,6,bodmas
20 + 2 × 2 =,24,25,26,5,bodmas
12 + 2 × 9 =,30,27,28,6,bodmas
18 ÷ (4 + 5) =,2,4,5,6,bodmas
12 + 9 × 4 =,48,50,51,6,bodmas
19 + 6 × 6 =,55,56,58,6,bodmas
28 ÷ (5 + 2) =,4,5,6,6,bodmas
13 + 5 × 2 =,23,24,22,5,bodmas
24 ÷ (3 + 5) =,3,1,2,6,bodmas
9 + 3 × 3 =,18,17,15,6,bodmas
11 + 5 × 7 =,46,48,47,5,bodmas
6 + 8 × 9 =,78,77,79,6,bodmas
10 ÷ (3 + 2) =,2,3,5,5,bodmas
32 ÷ (4 + 4) =,4,2,5,5,bodmas
(4 + 8) × 5 =,60,59,61,6,bodmas
17 + 7 × 4 =,45,43,46,5,bodmas
(10 + 11) × 5 =,105,106,103,6,bodmas
24 ÷ (2 + 4) =,4,3,6,5,bodmas
8 + 6 × 10 =,68,67,70,6,bodmas
(3 + 6) × 2 =,18,20,21,5,bodmas
27 ÷ (5 + 4) =,3,1,6,6,bodmas
18 + 4 × 7 =,46,43,44,5,bodmas
12 ÷ (3 + 3) =,2,1,5,6,bodmas
6 + 5 × 7 =,41,43,44,5,bodmas
8 + 5 × 4 =,28,27,31,6,bodmas
(15 + 6) × 8 =,168,166,167,6,bodmas
(6 + 2) × 6 =,48,50,45,5,bodmas
21 ÷ (5 + 2) =,3,2,6,6,bodmas
(14 + 2) × 10 =,160,163,157,6,bodmas
8 + 4 × 7 =,36,33,38,6,bodmas
(4 + 12) × 5 =,80,77,79,6,bodmas
12 ÷ (4 + 2) =,2,1,4,6,bodmas
24 ÷ (3 + 5) =,3,2,4,5,bodmas
(10 + 14) × 9 =,216,218,215,6,bodmas
(12 + 9) × 10 =,210,208,213,5,bodmas
3 + 10 × 5 =,53,56,55,5,bodmas
21 ÷ (5 + 2) =,3,1,5,5,bodmas
28 ÷ (4 + 3) =,4,3,5,5,bodmas
20 + 4 × 7 =,48,51,47,6,bodmas
32 ÷ (3 + 5) =,4,1,5,5,bodmas
(4 + 15) × 3 =,57,56,54,5,bodmas
3 + 5 × 4 =,23,24,25,6,bodmas
(13 + 6) × 4 =,76,73,75,6,bodmas
(6 + 13) × 8 =,152,153,150,5,bodmas
6 + 5 × 2 =,16,17,14,5,bodmas
14 ÷ (4 + 3) =,2,3,5,5,bodmas
(7 + 6) × 2 =,26,25,29,6,bodmas
16 + 6 × 4 =,40,41,39,5,bodmas
20 + 6 × 9 =,74,73,71,6,bodmas
(7 + 7) × 2 =,28,27,31,5,bodmas
18 + 8 × 7 =,74,72,76,5,bodmas
6 + 4 × 5 =,26,24,28,6,bodmas
(8 + 6) × 2 =,28,25,26,6,bodmas
(12 + 12) × 10 =,240,241,238,6,bodmas
35 ÷ (3 + 4) =,5,3,7,5,bodmas
25 ÷ (3 + 2) =,5,3,4,6,bodmas
19 + 9 × 10 =,109,108,110,6,bodmas
(9 + 9) × 4 =,72,73,74,5,bodmas
(9 + 10) × 4 =,76,74,79,5,bodmas
24 ÷ (4 + 2) =,4,1,5,6,bodmas
15 ÷ (3 + 2) =,3,1,4,6,bodmas
10 + 2 × 5 =,20,18,22,5,bodmas
12 ÷ (2 + 2) =,3,2,4,6,bodmas
24 ÷ (2 + 4) =,4,5,7,6,bodmas
21 ÷ (3 + 4) =,3,2,6,5,bodmas
(5 + 4) × 5 =,45,48,47,5,bodmas
(15 + 15) × 5 =,150,153,149,5,bodmas
(2 + 6) × 5 =,40,43,38,5,bodmas
15 + 7 × 5 =,50,53,47,6,bodmas
(11 + 12) × 10 =,230,232,227,5,bodmas
7 + 10 × 5 =,57,56,59,6,bodmas
20 ÷ (5 + 5) =,2,1,4,5,bodmas
(3 + 4) × 4 =,28,27,31,6,bodmas
24 ÷ (3 + 5) =,3,1,5,6,bodmas
3 + 9 × 4 =,39,40,42,5,bodmas
2 + 8 × 10 =,82,83,84,6,bodmas
8 + 3 × 4 =,20,19,21,5,bodmas
18 + 4 × 2 =,26,24,25,6,bodmas
24 ÷ (3 + 5) =,3,1,5,6,bodmas
(6 + 4) × 9 =,90,88,87,6,bodmas
(9 + 2) × 3 =,33,35,30,5,bodmas
4 + 2 × 10 =,24,26,23,5,bodmas
5 + 10 × 4 =,45,43,44,5,bodmas
12 ÷ (2 + 2) =,3,2,6,5,bodmas
(9 + 4) × 9 =,117,120,119,6,bodmas
6 + 9 × 2 =,24,26,22,5,bodmas
21 ÷ (2 + 5) =,3,1,5,6,bodmas
7 ÷ (2 + 5) =,1,3,4,5,bodmas
16 + 8 × 9 =,88,91,87,6,bodmas
17 + 3 × 5 =,32,35,30,5,bodmas
(14 + 6) × 7 =,140,137,139,5,bodmas
(15 + 5) × 2 =,40,41,43,6,bodmas
13 + 2 × 9 =,31,28,29,6,bodmas
15 ÷ (3 + 2) =,3,1,5,5,bodmas
10 + 8 × 4 =,42,41,44,6,bodmas
(11 + 12) × 2 =,46,49,43,5,bodmas
32 ÷ (4 + 4) =,4,2,7,6,bodmas
16 + 5 × 3 =,31,33,28,5,bodmas
27 ÷ (5 + 4) =,3,4,6,5,bodmas
9 ÷ (5 + 4) =,1,2,4,5,bodmas
(2 + 3) × 3 =,15,12,13,6,bodmas
27 ÷ (4 + 5) =,3,5,6,6,bodmas
12 + 5 × 4 =,32,34,35,6,bodmas
(2 + 9) × 6 =,66,67,63,5,bodmas
(15 + 6) × 3 =,63,64,60,6,bodmas
28 ÷ (3 + 4) =,4,1,2,6,bodmas
16 ÷ (5 + 3) =,2,3,5,5,bodmas
8 + 9 × 8 =,80,83,77,6,bodmas
24 ÷ (2 + 4) =,4,1,5,5,bodmas
10 + 5 × 6 =,40,41,37,5,bodmas
8 + 3 × 4 =,20,17,22,5,bodmas
16 + 9 × 3 =,43,42,45,6,bodmas
(13 + 3) × 2 =,32,35,29,6,bodmas
4 + 5 × 2 =,14,11,13,5,bodmas
32 ÷ (2 + 2) =,8,9,10,6,bodmas
15 + 10 × 7 =,85,82,87,6,bodmas
8 + 5 × 9 =,53,50,54,5,bodmas
18 ÷ (5 + 4) =,2,1,3,5,bodmas
18 ÷ (3 + 3) =,3,1,6,5,bodmas
(12 + 14) × 4 =,104,107,102,5,bodmas
12 + 7 × 4 =,40,42,43,6,bodmas
(12 + 10) × 6 =,132,131,135,5,bodmas
12 ÷ (3 + 3) =,2,1,4,5,bodmas
2x + 10 = 26. Find x.,8,11,5,6,algebra
2x = 24. What is x?,12,13,15,6,algebra
x + 14 = 23. What is x?,9,10,7,6,algebra
2x + 2 = 22. Find x.,10,12,13,5,algebra
4x = 28. What is x?,7,10,5,5,algebra
x + 16 = 18. What is x?,2,3,5,6,algebra
2x + 3 = 7. Find x.,2,3,5,6,algebra
x + 5 = 23. What is x?,18,16,15,6,algebra
5x = 40. What is x?,8,9,7,5,algebra
2x + 2 = 26. Find x.,12,11,15,5,algebra
x + 10 = 19. What is x?,9,8,12,5,algebra
2x + 9 = 17. Find x.,4,2,6,5,algebra
x + 11 = 23. What is x?,12,9,11,5,algebra
2x + 5 = 21. Find x.,8,5,7,5,algebra
2x + 7 = 27. Find x.,10,11,13,5,algebra
5x = 30. What is x?,6,3,5,5,algebra
x + 8 = 17. What is x?,9,8,7,6,algebra
x + 10 = 30. What is x?,20,18,23,5,algebra
2x + 9 = 29. Find x.,10,12,7,6,algebra
x + 3 = 23. What is x?,20,19,23,6,algebra
2x + 3 = 17. Find x.,7,8,10,5,algebra
2x = 12. What is x?,6,4,5,5,algebra
x + 13 = 22. What is x?,9,8,7,5,algebra
2x + 3 = 11. Find x.,4,5,6,6,algebra
4x = 40. What is x?,10,9,7,6,algebra
3x = 21. What is x?,7,4,5,6,algebra
2x = 6. What is x?,3,1,4,5,algebra
2x + 3 = 13. Find x.,5,2,7,5,algebra
2x = 16. What is x?,8,10,11,6,algebra
2x + 8 = 24. Find x.,8,10,11,6,algebra
5x = 40. What is x?,8,9,10,6,algebra
2x + 3 = 11. Find x.,4,2,5,5,algebra
2x + 8 = 26. Find x.,9,8,6,5,algebra
x + 12 = 27. What is x?,15,18,13,6,algebra
x + 6 = 8. What is x?,2,1,3,5,algebra
x + 7 = 19. What is x?,12,10,13,6,algebra
x + 20 = 25. What is x?,5,2,7,5,algebra
x + 17 = 27. What is x?,10,11,7,6,algebra
2x + 6 = 16. Find x.,5,8,2,6,algebra
5x = 15. What is x?,3,4,5,6,algebra
x + 7 = 14. What is x?,7,5,6,5,algebra
2x + 7 = 23. Find x.,8,11,7,5,algebra
x + 11 = 28. What is x?,17,16,20,6,algebra
2x = 12. What is x?,6,3,5,5,algebra
2x = 14. What is x?,7,8,6,6,algebra
2x + 6 = 30. Find x.,12,13,14,5,algebra
x + 4 = 15. What is x?,11,8,13,6,algebra
5x = 40. What is x?,8,11,7,6,algebra
x + 6 = 20. What is x?,14,16,13,5,algebra
x + 6 = 20. What is x?,14,11,13,5,algebra
2x + 5 = 21. Find x.,8,10,6,5,algebra
2x + 10 = 22. Find x.,6,8,3,5,algebra
3x = 24. What is x?,8,9,6,6,algebra
5x = 35. What is x?,7,10,5,6,algebra
2x + 3 = 19. Find x.,8,6,7,5,algebra
x + 14 = 26. What is x?,12,9,15,6,algebra
2x + 6 = 10. Find x.,2,1,5,5,algebra
2x + 4 = 12. Find x.,4,1,2,5,algebra
x + 14 = 30. What is x?,16,17,14,5,algebra
