question,answer,wrong1,wrong2,difficulty,type
12 ÷ 3 =,4.0,5.0,3.0,6,division
14 ÷ 7 =,2.0,6.0,5.0,6,division
631 - 59 =,572.0,575.0,574.0,5,subtraction
129 × 906 =,116874.0,129544.0,103725.0,6,multiplication
661 + 375 =,1036.0,1034.0,1038.0,6,addition
82 × 1 =,82.0,66.0,98.0,6,multiplication
75 × 16 =,1200.0,987.0,1426.0,6,multiplication
42 ÷ 6 =,7.0,6.0,8.0,5,division
591 × 943 =,557313.0,655636.0,596834.0,6,multiplication
14 - 17 =,-3.0,5.0,6.0,5,subtraction
56 × 20 =,1120.0,993.0,1210.0,5,multiplication
47 - 171 =,-124.0,123.0,121.0,6,subtraction
668 - 370 =,298.0,296.0,299.0,6,subtraction
20 ÷ 2 =,10.0,11.0,9.0,5,division
37 + 254 =,291.0,292.0,290.0,6,addition
12 × 10 =,120.0,103.0,140.0,6,multiplication
847 - 302 =,545.0,546.0,543.0,6,subtraction
875 ÷ 11 =,79.55,93.82,83.57,6,division
505 + 710 =,1215.0,1218.0,1212.0,6,addition
119 ÷ 2 =,59.5,51.6,64.7,6,division
746 + 113 =,859.0,857.0,860.0,6,addition
934 - 754 =,180.0,182.0,181.0,6,subtraction
980 - 637 =,343.0,342.0,340.0,5,subtraction
4 ÷ 1 =,4.0,3.0,5.0,5,division
7 ÷ 1 =,7.0,8.0,6.0,5,division
3 ÷ 1 =,3.0,4.0,2.0,6,division
290 - 67 =,223.0,221.0,222.0,6,subtraction
70 × 15 =,1050.0,1122.0,923.0,5,multiplication
965 - 949 =,16.0,14.0,19.0,6,subtraction
35 ÷ 7 =,5.0,4.0,6.0,5,division
31 × 2 =,62.0,73.0,71.0,6,multiplication
66 - 64 =,2.0,0.0,3.0,5,subtraction
64 ÷ 8 =,8.0,9.0,7.0,5,division
481 + 366 =,847.0,844.0,850.0,5,addition
20 ÷ 2 =,10.0,12.0,9.0,5,division
903 - 319 =,584.0,582.0,581.0,6,subtraction
4 ÷ 2 =,2.0,4.0,5.0,6,division
754 + 940 =,1694.0,1691.0,1697.0,5,addition
60 + 1 =,61.0,62.0,64.0,5,addition
10 ÷ 10 =,1.0,4.0,3.0,5,division
48 × 13 =,624.0,539.0,666.0,6,multiplication
71 - 4 =,67.0,66.0,64.0,5,subtraction
20 ÷ 4 =,5.0,6.0,4.0,6,division
70 ÷ 9 =,7.78,7.37,8.5,6,division
969 - 524 =,445.0,446.0,447.0,5,subtraction
349 + 573 =,922.0,919.0,921.0,5,addition
376 + 780 =,1156.0,1159.0,1155.0,6,addition
796 - 611 =,185.0,183.0,187.0,5,subtraction
507 + 791 =,1298.0,1299.0,1301.0,5,addition
641 + 823 =,1464.0,1467.0,1465.0,6,addition
194 ÷ 12 =,16.17,13.16,17.31,6,division
739 + 40 =,779.0,776.0,781.0,5,addition
66 + 77 =,143.0,142.0,146.0,5,addition
443 × 524 =,232132.0,261886.0,195150.0,6,multiplication
9 ÷ 1 =,9.0,8.0,10.0,5,division
995 × 19 =,18905.0,21809.0,21581.0,5,multiplication
927 ÷ 20 =,46.35,50.49,54.38,6,division
709 - 471 =,238.0,237.0,240.0,6,subtraction
182 - 524 =,-342.0,343.0,341.0,6,subtraction
568 + 970 =,1538.0,1540.0,1539.0,5,addition
781 - 95 =,686.0,687.0,684.0,5,subtraction
728 + 733 =,1461.0,1459.0,1458.0,6,addition
37 + 55 =,92.0,90.0,91.0,5,addition
394 + 185 =,579.0,580.0,581.0,6,addition
30 × 17 =,510.0,575.0,589.0,5,multiplication
14 + 78 =,92.0,93.0,89.0,5,addition
59 + 87 =,146.0,148.0,147.0,5,addition
459 + 898 =,1357.0,1354.0,1358.0,6,addition
59 × 500 =,29500.0,33508.0,23884.0,6,multiplication
118 ÷ 6 =,19.67,20.79,21.37,6,division
95 × 17 =,1615.0,1414.0,1444.0,5,multiplication
848 × 862 =,730976.0,802524.0,670139.0,5,multiplication
703 + 369 =,1072.0,1073.0,1071.0,6,addition
56 ÷ 7 =,8.0,9.0,7.0,5,division
136 - 195 =,-59.0,58.0,60.0,6,subtraction
116 ÷ 5 =,23.2,26.2,21.3,6,division
994 - 746 =,248.0,250.0,251.0,5,subtraction
15 - 44 =,-29.0,28.0,32.0,5,subtraction
3 + 64 =,67.0,70.0,68.0,5,addition
892 × 345 =,307740.0,341114.0,328824.0,5,multiplication
297 - 516 =,-219.0,217.0,218.0,6,subtraction
172 + 774 =,946.0,945.0,947.0,6,addition
506 + 173 =,679.0,680.0,678.0,6,addition
51 × 3 =,153.0,178.0,161.0,5,multiplication
142 - 937 =,-795.0,797.0,796.0,6,subtraction
734 - 444 =,290.0,292.0,293.0,6,subtraction
685 × 211 =,144535.0,157693.0,131153.0,6,multiplication
31 - 29 =,2.0,1.0,0.0,5,subtraction
92 - 17 =,75.0,74.0,76.0,5,subtraction
82 - 836 =,-754.0,755.0,756.0,6,subtraction
22 × 5 =,110.0,89.0,130.0,6,multiplication
98 - 64 =,34.0,36.0,31.0,5,subtraction
88 × 8 =,704.0,593.0,640.0,6,multiplication
541 - 40 =,501.0,503.0,498.0,6,subtraction
212 ÷ 14 =,15.14,17.16,12.87,5,division
45 + 420 =,465.0,468.0,466.0,6,addition
8 - 30 =,-22.0,19.0,24.0,5,subtraction
187 - 106 =,81.0,84.0,78.0,5,subtraction
12 × 4 =,48.0,56.0,51.0,6,multiplication
20 ÷ 10 =,2.0,5.0,3.0,6,division
853 + 914 =,1767.0,1766.0,1770.0,6,addition
1 ÷ 1 =,1.0,6.0,4.0,5,division
682 - 299 =,383.0,384.0,381.0,5,subtraction
155 × 75 =,11625.0,12591.0,10039.0,6,multiplication
37 + 86 =,123.0,122.0,125.0,5,addition
680 × 124 =,84320.0,98933.0,91480.0,5,multiplication
9 ÷ 9 =,1.0,6.0,4.0,6,division
632 + 155 =,787.0,786.0,784.0,6,addition
1313 ÷ 19 =,69.11,76.48,55.93,6,division
618 × 682 =,421476.0,398319.0,358757.0,5,multiplication
986 - 745 =,241.0,244.0,243.0,5,subtraction
63 + 66 =,129.0,132.0,130.0,5,addition
41 × 8 =,328.0,360.0,271.0,5,multiplication
3 × 11 =,33.0,37.0,30.0,5,multiplication
278 ÷ 5 =,55.6,52.3,66.0,6,division
79 × 11 =,869.0,779.0,806.0,5,multiplication
699 - 136 =,563.0,565.0,562.0,5,subtraction
36 ÷ 4 =,9.0,11.0,8.0,5,division
437 + 127 =,564.0,566.0,565.0,6,addition
257 × 670 =,172190.0,199686.0,185679.0,5,multiplication
267 + 955 =,1222.0,1219.0,1225.0,5,addition
12 ÷ 9 =,1.33,1.5,1.22,5,division
703 - 218 =,485.0,484.0,488.0,6,subtraction
82 × 1 =,82.0,93.0,86.0,5,multiplication
236 ÷ 12 =,19.67,18.23,18.43,5,division
232 ÷ 9 =,25.78,27.43,21.06,6,division
73 + 338 =,411.0,409.0,412.0,6,addition
272 + 30 =,302.0,301.0,300.0,6,addition
404 × 461 =,186244.0,150881.0,216909.0,6,multiplication
651 ÷ 14 =,46.5,53.9,39.2,5,division
18 ÷ 9 =,2.0,4.0,5.0,5,division
862 - 730 =,132.0,131.0,133.0,5,subtraction
39 × 17 =,663.0,757.0,628.0,6,multiplication
24 ÷ 3 =,8.0,7.0,9.0,5,division
146 + 667 =,813.0,812.0,810.0,6,addition
356 - 347 =,9.0,12.0,10.0,5,subtraction
903 + 120 =,1023.0,1022.0,1024.0,6,addition
65 × 14 =,910.0,796.0,1036.0,5,multiplication
740 - 411 =,329.0,331.0,330.0,6,subtraction
112 - 861 =,-749.0,751.0,752.0,6,subtraction
401 × 981 =,393381.0,321140.0,439424.0,5,multiplication
2 ÷ 2 =,1.0,2.0,4.0,5,division
89 × 16 =,1424.0,1595.0,1653.0,5,multiplication
71 + 564 =,635.0,636.0,637.0,6,addition
742 - 736 =,6.0,5.0,7.0,6,subtraction
698 - 567 =,131.0,128.0,129.0,5,subtraction
74 + 39 =,113.0,114.0,116.0,5,addition
24 ÷ 8 =,3.0,4.0,2.0,6,division
23 + 8 =,31.0,28.0,33.0,5,addition
55 ÷ 11 =,5.0,6.0,4.0,5,division
752 ÷ 14 =,53.71,58.34,47.42,6,division
40 × 795 =,31800.0,29916.0,30040.0,6,multiplication
25 ÷ 5 =,5.0,4.0,6.0,6,division
591 + 417 =,1008.0,1005.0,1010.0,6,addition
242 × 664 =,160688.0,131243.0,183620.0,5,multiplication
554 × 51 =,28254.0,23908.0,33444.0,6,multiplication
522 ÷ 6 =,87.0,77.0,99.0,6,division
330 + 655 =,985.0,986.0,988.0,5,addition
6 ÷ 2 =,3.0,2.0,4.0,6,division
286 - 219 =,67.0,66.0,65.0,6,subtraction
226 + 757 =,983.0,981.0,986.0,6,addition
94 - 83 =,11.0,13.0,9.0,5,subtraction
48 ÷ 4 =,12.0,14.0,11.0,6,division
892 × 208 =,185536.0,156832.0,160149.0,5,multiplication
16 + 95 =,111.0,109.0,112.0,5,addition
98 × 10 =,980.0,1149.0,794.0,6,multiplication
87 × 20 =,1740.0,2036.0,1862.0,6,multiplication
580 ÷ 14 =,41.43,35.75,48.07,5,division
214 + 694 =,908.0,907.0,911.0,5,addition
906 × 438 =,396828.0,326791.0,443375.0,5,multiplication
841 × 936 =,787176.0,672412.0,894034.0,5,multiplication
97 × 4 =,388.0,442.0,319.0,5,multiplication
247 ÷ 3 =,82.33,95.68,96.5,6,division
227 + 609 =,836.0,834.0,835.0,6,addition
1 × 16 =,16.0,18.0,19.0,5,multiplication
334 + 827 =,1161.0,1160.0,1163.0,6,addition
219 - 864 =,-645.0,643.0,642.0,6,subtraction
1594 ÷ 17 =,93.76,107.87,109.28,5,division
560 + 849 =,1409.0,1408.0,1407.0,5,addition
426 + 577 =,1003.0,1004.0,1001.0,6,addition
54 × 14 =,756.0,698.0,900.0,5,multiplication
743 ÷ 17 =,43.71,48.82,39.64,5,division
641 + 980 =,1621.0,1620.0,1619.0,6,addition
99 ÷ 11 =,9.0,8.0,10.0,6,division
6 + 78 =,84.0,81.0,83.0,5,addition
926 × 885 =,819510.0,910977.0,930507.0,5,multiplication
426 ÷ 7 =,60.86,68.33,64.24,6,division
575 × 651 =,374325.0,317285.0,414946.0,6,multiplication
27 × 17 =,459.0,538.0,482.0,5,multiplication
5 × 6 =,30.0,24.0,26.0,5,multiplication
515 + 829 =,1344.0,1346.0,1343.0,6,addition
38 × 2 =,76.0,64.0,86.0,6,multiplication
916 + 202 =,1118.0,1119.0,1115.0,6,addition
148 + 60 =,208.0,211.0,209.0,6,addition
30 × 10 =,300.0,271.0,264.0,5,multiplication
43 - 73 =,-30.0,29.0,31.0,5,subtraction
26 - 1 =,25.0,24.0,23.0,5,subtraction
320 + 652 =,972.0,974.0,975.0,6,addition
979 × 468 =,458172.0,510559.0,516986.0,6,multiplication
448 + 174 =,622.0,621.0,625.0,5,addition
443 + 841 =,1284.0,1282.0,1287.0,5,addition
191 - 671 =,-480.0,481.0,477.0,6,subtraction
601 × 204 =,122604.0,133999.0,111816.0,6,multiplication
48 ÷ 6 =,8.0,7.0,9.0,5,division
60 ÷ 6 =,10.0,9.0,11.0,5,division
38 × 10 =,380.0,323.0,341.0,6,multiplication
71 × 7 =,497.0,453.0,538.0,6,multiplication
18 × 792 =,14256.0,12882.0,16756.0,6,multiplication
43 - 20 =,23.0,22.0,25.0,5,subtraction
292 + 432 =,724.0,726.0,727.0,5,addition
10 - 80 =,-70.0,73.0,67.0,5,subtraction
152 × 79 =,12008.0,13595.0,13424.0,6,multiplication
405 × 874 =,353970.0,399838.0,401221.0,5,multiplication
12 × 19 =,228.0,271.0,210.0,5,multiplication
655 + 173 =,828.0,831.0,830.0,5,addition
16 + 27 =,43.0,41.0,46.0,5,addition
518 + 628 =,1146.0,1145.0,1143.0,6,addition
70 + 408 =,478.0,480.0,475.0,6,addition
8 + 12 =,20.0,21.0,23.0,5,addition
322 × 823 =,265006.0,299384.0,292868.0,5,multiplication
592 - 427 =,165.0,164.0,166.0,6,subtraction
78 ÷ 4 =,19.5,22.1,21.3,5,division
393 - 633 =,-240.0,237.0,239.0,6,subtraction
179 + 237 =,416.0,413.0,418.0,6,addition
19 × 17 =,323.0,298.0,372.0,5,multiplication
79 + 15 =,94.0,92.0,91.0,5,addition
80 ÷ 8 =,10.0,9.0,11.0,5,division
28 ÷ 7 =,4.0,3.0,5.0,6,division
410 × 98 =,40180.0,35669.0,37526.0,6,multiplication
83 × 12 =,996.0,1168.0,1182.0,5,multiplication
172 + 37 =,209.0,212.0,211.0,6,addition
78 ÷ 14 =,5.57,4.69,6.28,5,division
72 ÷ 8 =,9.0,10.0,8.0,5,division
461 + 541 =,1002.0,1001.0,999.0,6,addition
30 ÷ 3 =,10.0,12.0,9.0,6,division
644 - 492 =,152.0,151.0,155.0,6,subtraction
948 + 648 =,1596.0,1599.0,1595.0,6,addition
804 - 3 =,801.0,799.0,802.0,5,subtraction
507 ÷ 8 =,63.38,59.84,69.65,5,division
23 - 61 =,-38.0,41.0,40.0,5,subtraction
89 + 56 =,145.0,147.0,144.0,5,addition
4 + 49 =,53.0,56.0,51.0,5,addition
40 × 15 =,600.0,657.0,699.0,5,multiplication
54 × 11 =,594.0,711.0,706.0,5,multiplication
322 ÷ 4 =,80.5,65.4,93.7,5,division
909 - 844 =,65.0,63.0,64.0,5,subtraction
33 ÷ 11 =,3.0,2.0,4.0,6,division
79 + 68 =,147.0,148.0,144.0,5,addition
11 ÷ 1 =,11.0,9.0,13.0,6,division
356 - 3 =,353.0,350.0,352.0,6,subtraction
157 × 786 =,123402.0,100429.0,140547.0,6,multiplication
1195 ÷ 14 =,85.36,77.7,73.48,6,division
27 ÷ 3 =,9.0,8.0,7.0,6,division
660 - 75 =,585.0,587.0,588.0,5,subtraction
67 × 20 =,1340.0,1546.0,1579.0,5,multiplication
41 + 93 =,134.0,131.0,135.0,5,addition
272 - 253 =,19.0,20.0,22.0,6,subtraction
55 ÷ 11 =,5.0,4.0,6.0,6,division
678 + 48 =,726.0,725.0,729.0,6,addition
108 ÷ 12 =,9.0,8.0,7.0,5,division
67 - 912 =,-845.0,848.0,846.0,6,subtraction
851 + 690 =,1541.0,1544.0,1538.0,6,addition
93 + 76 =,169.0,166.0,168.0,5,addition
67 × 20 =,1340.0,1102.0,1418.0,5,multiplication
84 - 8 =,76.0,74.0,73.0,5,subtraction
25 ÷ 5 =,5.0,4.0,6.0,5,division
772 - 640 =,132.0,133.0,131.0,5,subtraction
794 + 783 =,1577.0,1574.0,1580.0,6,addition
719 ÷ 9 =,79.89,90.88,83.93,5,division
58 × 4 =,232.0,260.0,204.0,5,multiplication
37 ÷ 1 =,37.0,40.0,30.0,6,division
898 ÷ 10 =,89.8,85.3,100.6,5,division
141 + 877 =,1018.0,1020.0,1015.0,5,addition
411 + 184 =,595.0,594.0,597.0,5,addition
7 ÷ 7 =,1.0,4.0,5.0,6,division
8 - 95 =,-87.0,89.0,90.0,5,subtraction
603 × 500 =,301500.0,269987.0,347924.0,6,multiplication
65 × 97 =,6305.0,6989.0,5164.0,5,multiplication
30 ÷ 3 =,10.0,8.0,11.0,6,division
88 × 6 =,528.0,581.0,622.0,6,multiplication
698 × 737 =,514426.0,616590.0,424750.0,6,multiplication
46 × 10 =,460.0,423.0,544.0,6,multiplication
995 - 672 =,323.0,326.0,324.0,5,subtraction
95 × 10 =,950.0,808.0,774.0,6,multiplication
780 - 569 =,211.0,213.0,212.0,6,subtraction
160 + 721 =,881.0,879.0,880.0,5,addition
49 × 13 =,637.0,701.0,698.0,5,multiplication
76 × 17 =,1292.0,1095.0,1505.0,6,multiplication
986 - 595 =,391.0,393.0,389.0,6,subtraction
663 - 894 =,-231.0,234.0,228.0,6,subtraction
673 - 641 =,32.0,29.0,30.0,6,subtraction
668 - 314 =,354.0,356.0,355.0,5,subtraction
33 + 62 =,95.0,98.0,93.0,5,addition
550 × 412 =,226600.0,254229.0,241816.0,5,multiplication
88 - 43 =,45.0,47.0,48.0,5,subtraction
352 + 868 =,1220.0,1223.0,1218.0,6,addition
539 + 265 =,804.0,802.0,805.0,6,addition
488 + 497 =,985.0,983.0,984.0,6,addition
27 × 12 =,324.0,365.0,368.0,5,multiplication
690 - 626 =,64.0,62.0,67.0,6,subtraction
51 ÷ 2 =,25.5,29.3,28.8,6,division
342 + 111 =,453.0,456.0,454.0,5,addition
7 × 12 =,84.0,70.0,69.0,5,multiplication
793 + 673 =,1466.0,1465.0,1463.0,5,addition
99 - 48 =,51.0,53.0,49.0,5,subtraction
40 × 14 =,560.0,449.0,657.0,6,multiplication
8 ÷ 2 =,4.0,5.0,3.0,5,division
60 - 65 =,-5.0,4.0,2.0,5,subtraction
1299 ÷ 16 =,81.19,85.72,76.15,5,division
132 ÷ 12 =,11.0,12.0,9.0,6,division
719 - 533 =,186.0,189.0,188.0,5,subtraction
90 - 61 =,29.0,26.0,27.0,5,subtraction
34 × 278 =,9452.0,8895.0,8828.0,5,multiplication
36 - 96 =,-60.0,61.0,63.0,5,subtraction
74 + 949 =,1023.0,1020.0,1025.0,5,addition
592 - 879 =,-287.0,289.0,285.0,6,subtraction
58 + 8 =,66.0,68.0,65.0,5,addition
5 - 78 =,-73.0,75.0,71.0,5,subtraction
557 × 698 =,388786.0,447125.0,424452.0,6,multiplication
571 - 255 =,316.0,313.0,317.0,5,subtraction
111 × 907 =,100677.0,83027.0,113357.0,5,multiplication
651 - 202 =,449.0,450.0,451.0,5,subtraction
357 + 374 =,731.0,733.0,729.0,5,addition
54 × 15 =,810.0,699.0,705.0,6,multiplication
194 + 22 =,216.0,217.0,214.0,6,addition
91 × 19 =,1729.0,2041.0,1537.0,6,multiplication
548 + 872 =,1420.0,1423.0,1422.0,5,addition
7 ÷ 7 =,1.0,5.0,2.0,5,division
52 - 76 =,-24.0,27.0,23.0,5,subtraction
213 + 233 =,446.0,448.0,445.0,6,addition
734 × 506 =,371404.0,411221.0,323781.0,5,multiplication
557 - 144 =,413.0,416.0,415.0,5,subtraction
73 + 8 =,81.0,79.0,83.0,5,addition
2 × 20 =,40.0,45.0,42.0,5,multiplication
7 + 30 =,37.0,40.0,39.0,5,addition
85 - 596 =,-511.0,510.0,509.0,6,subtraction
82 + 6 =,88.0,85.0,86.0,5,addition
921 - 106 =,815.0,817.0,816.0,6,subtraction
39 × 18 =,702.0,630.0,621.0,5,multiplication
985 ÷ 10 =,98.5,114.7,113.2,6,division
366 + 454 =,820.0,819.0,822.0,6,addition
95 + 74 =,169.0,166.0,167.0,5,addition
76 × 8 =,608.0,669.0,553.0,6,multiplication
455 × 310 =,141050.0,148187.0,114143.0,5,multiplication
420 × 727 =,305340.0,287352.0,263238.0,5,multiplication
83 - 5 =,78.0,81.0,76.0,5,subtraction
98 × 13 =,1274.0,1084.0,1121.0,6,multiplication
14 ÷ 2 =,7.0,8.0,6.0,5,division
17 - 9 =,8.0,7.0,5.0,5,subtraction
99 ÷ 11 =,9.0,10.0,7.0,6,division
90 + 336 =,426.0,429.0,424.0,6,addition
466 + 809 =,1275.0,1273.0,1274.0,6,addition
12 ÷ 2 =,6.0,5.0,7.0,5,division
275 + 102 =,377.0,378.0,379.0,5,addition
90 × 4 =,360.0,317.0,418.0,6,multiplication
108 × 651 =,70308.0,58523.0,63579.0,5,multiplication
607 - 417 =,190.0,187.0,188.0,6,subtraction
430 + 547 =,977.0,979.0,976.0,5,addition
84 ÷ 12 =,7.0,6.0,8.0,5,division
201 + 147 =,348.0,346.0,349.0,5,addition
99 × 14 =,1386.0,1542.0,1161.0,6,multiplication
659 + 69 =,728.0,730.0,726.0,5,addition
817 - 377 =,440.0,442.0,439.0,6,subtraction
982 ÷ 13 =,75.54,63.93,69.16,5,division
691 + 688 =,1379.0,1381.0,1377.0,5,addition
5 ÷ 5 =,1.0,6.0,5.0,5,division
95 - 379 =,-284.0,287.0,286.0,6,subtraction
33 ÷ 3 =,11.0,10.0,9.0,6,division
266 + 782 =,1048.0,1051.0,1050.0,6,addition
977 × 150 =,146550.0,166049.0,134492.0,6,multiplication
113 ÷ 6 =,18.83,22.24,17.18,5,division
907 + 991 =,1898.0,1896.0,1901.0,5,addition
977 - 272 =,705.0,703.0,706.0,5,subtraction
88 + 60 =,148.0,145.0,149.0,5,addition
299 + 497 =,796.0,794.0,795.0,6,addition
802 × 226 =,181252.0,148064.0,195966.0,5,multiplication
29 × 17 =,493.0,403.0,526.0,5,multiplication
953 + 72 =,1025.0,1022.0,1023.0,6,addition
83 × 2 =,166.0,144.0,190.0,5,multiplication
537 + 913 =,1450.0,1447.0,1449.0,6,addition
280 + 489 =,769.0,767.0,772.0,6,addition
54 × 7 =,378.0,406.0,405.0,6,multiplication
446 - 198 =,248.0,249.0,246.0,6,subtraction
328 ÷ 5 =,65.6,77.8,58.9,5,division
1294 ÷ 13 =,99.54,85.98,114.13,6,division
800 ÷ 14 =,57.14,60.94,52.44,6,division
70 ÷ 7 =,10.0,11.0,12.0,6,division
63 ÷ 7 =,9.0,10.0,8.0,5,division
1002 ÷ 16 =,62.62,68.91,72.12,5,division
42 × 6 =,252.0,302.0,203.0,6,multiplication
918 + 314 =,1232.0,1233.0,1235.0,6,addition
568 - 476 =,92.0,95.0,91.0,5,subtraction
43 + 78 =,121.0,124.0,122.0,5,addition
16 ÷ 8 =,2.0,4.0,5.0,6,division
98 - 11 =,87.0,89.0,85.0,5,subtraction
754 + 158 =,912.0,914.0,915.0,6,addition
209 + 978 =,1187.0,1185.0,1186.0,5,addition
312 ÷ 15 =,20.8,17.0,23.7,6,division
80 ÷ 8 =,10.0,12.0,8.0,6,division
924 - 123 =,801.0,798.0,800.0,5,subtraction
44 × 4 =,176.0,159.0,164.0,6,multiplication
972 + 632 =,1604.0,1603.0,1602.0,6,addition
405 + 547 =,952.0,953.0,950.0,5,addition
1145 ÷ 14 =,81.79,91.96,76.4,5,division
57 × 11 =,627.0,513.0,666.0,5,multiplication
225 - 901 =,-676.0,678.0,677.0,6,subtraction
63 + 13 =,76.0,77.0,78.0,5,addition
556 - 37 =,519.0,518.0,522.0,5,subtraction
36 - 2 =,34.0,35.0,36.0,5,subtraction
90 × 252 =,22680.0,20673.0,25765.0,6,multiplication
450 × 517 =,232650.0,203086.0,266104.0,6,multiplication
11 + 11 =,22.0,24.0,20.0,5,addition
120 ÷ 12 =,10.0,8.0,11.0,5,division
249 + 118 =,367.0,364.0,366.0,5,addition
581 - 187 =,394.0,393.0,396.0,5,subtraction
1102 ÷ 18 =,61.22,71.32,49.81,6,division
384 + 562 =,946.0,945.0,947.0,6,addition
77 ÷ 7 =,11.0,9.0,10.0,6,division
652 + 38 =,690.0,691.0,693.0,6,addition
64 ÷ 1 =,64.0,53.0,69.0,6,division
274 - 138 =,136.0,134.0,133.0,5,subtraction
12 ÷ 1 =,12.0,13.0,14.0,5,division
4 ÷ 1 =,4.0,3.0,5.0,5,division
921 - 569 =,352.0,353.0,355.0,5,subtraction
41 + 65 =,106.0,103.0,107.0,5,addition
110 ÷ 10 =,11.0,10.0,9.0,5,division
29 × 14 =,406.0,474.0,435.0,5,multiplication
15 × 4 =,60.0,70.0,66.0,5,multiplication
63 ÷ 9 =,7.0,6.0,8.0,6,division
48 ÷ 3 =,16.0,14.0,18.0,5,division
137 - 452 =,-315.0,318.0,313.0,6,subtraction
394 × 232 =,91408.0,106024.0,100395.0,5,multiplication
234 - 204 =,30.0,28.0,29.0,6,subtraction
329 - 327 =,2.0,4.0,0.0,6,subtraction
433 ÷ 14 =,30.93,25.33,28.87,6,division
27 + 96 =,123.0,126.0,120.0,5,addition
60 ÷ 12 =,5.0,4.0,6.0,5,division
139 ÷ 9 =,15.44,16.97,13.03,6,division
376 - 227 =,149.0,148.0,146.0,5,subtraction
726 - 187 =,539.0,538.0,537.0,5,subtraction
496 + 592 =,1088.0,1086.0,1091.0,5,addition
90 + 52 =,142.0,139.0,144.0,5,addition
32 ÷ 4 =,8.0,9.0,7.0,6,division
273 × 331 =,90363.0,97869.0,95379.0,6,multiplication
435 + 915 =,1350.0,1348.0,1349.0,6,addition
24 ÷ 4 =,6.0,5.0,7.0,6,division
150 ÷ 4 =,37.5,40.1,30.3,6,division
592 - 144 =,448.0,449.0,447.0,5,subtraction
549 - 534 =,15.0,16.0,14.0,5,subtraction
725 + 138 =,863.0,866.0,860.0,6,addition
14 ÷ 2 =,7.0,8.0,6.0,5,division
1051 ÷ 13 =,80.85,90.33,71.31,6,division
8 × 822 =,6576.0,7325.0,6944.0,5,multiplication
132 ÷ 11 =,12.0,14.0,13.0,5,division
93 × 531 =,49383.0,58086.0,44688.0,6,multiplication
46 - 22 =,24.0,22.0,26.0,5,subtraction
917 - 656 =,261.0,263.0,262.0,5,subtraction
597 - 26 =,571.0,568.0,569.0,5,subtraction
63 ÷ 9 =,7.0,6.0,8.0,5,division
19 + 433 =,452.0,453.0,451.0,6,addition
58 × 10 =,580.0,685.0,546.0,5,multiplication
55 ÷ 5 =,11.0,9.0,12.0,6,division
52 × 3 =,156.0,164.0,186.0,6,multiplication
55 ÷ 3 =,18.33,19.49,15.66,5,division
766 + 275 =,1041.0,1040.0,1042.0,6,addition
803 × 467 =,375001.0,349258.0,316334.0,5,multiplication
13 × 7 =,91.0,80.0,101.0,6,multiplication
134 + 558 =,692.0,693.0,690.0,6,addition
966 + 217 =,1183.0,1185.0,1184.0,6,addition
16 + 4 × 6 =,40.0,38.0,39.0,6,bodmas
24 ÷ (2 + 4) =,4.0,2.0,5.0,6,bodmas
(4 + 10) × 7 =,98.0,99.0,101.0,6,bodmas
(11 + 3) × 7 =,98.0,97.0,95.0,5,bodmas
30 ÷ (2 + 4) =,5.0,2.0,4.0,6,bodmas
5 + 8 × 10 =,85.0,88.0,83.0,6,bodmas
(12 + 12) × 6 =,144.0,145.0,141.0,5,bodmas
13 + 3 × 6 =,31.0,34.0,28.0,6,bodmas
14 + 3 × 9 =,41.0,38.0,39.0,6,bodmas
11 + 9 × 4 =,47.0,49.0,45.0,6,bodmas
36 ÷ (4 + 5) =,4.0,2.0,5.0,5,bodmas
(15 + 9) × 6 =,144.0,147.0,143.0,6,bodmas
19 + 6 × 5 =,49.0,48.0,47.0,6,bodmas
32 ÷ (4 + 4) =,4.0,3.0,7.0,6,bodmas
(14 + 13) × 5 =,135.0,137.0,133.0,5,bodmas
17 + 6 × 2 =,29.0,27.0,31.0,5,bodmas
12 ÷ (2 + 4) =,2.0,1.0,4.0,5,bodmas
30 ÷ (3 + 2) =,6.0,3.0,7.0,6,bodmas
7 + 8 × 5 =,47.0,49.0,46.0,5,bodmas
(3 + 4) × 10 =,70.0,73.0,67.0,5,bodmas
14 ÷ (5 + 2) =,2.0,4.0,5.0,6,bodmas
(9 + 3) × 9 =,108.0,107.0,110.0,5,bodmas
(13 + 4) × 9 =,153.0,155.0,151.0,5,bodmas
25 ÷ (2 + 3) =,5.0,8.0,6.0,6,bodmas
(9 + 11) × 10 =,200.0,202.0,197.0,5,bodmas
17 + 4 × 6 =,41.0,40.0,43.0,5,bodmas
(10 + 9) × 9 =,171.0,170.0,173.0,6,bodmas
25 ÷ (3 + 2) =,5.0,4.0,7.0,5,bodmas
28 ÷ (3 + 4) =,4.0,2.0,7.0,5,bodmas
(11 + 8) × 7 =,133.0,131.0,134.0,5,bodmas
9 + 9 × 6 =,63.0,65.0,62.0,5,bodmas
8 + 3 × 2 =,14.0,16.0,12.0,5,bodmas
24 ÷ (3 + 5) =,3.0,1.0,5.0,6,bodmas
17 + 9 × 9 =,98.0,97.0,99.0,5,bodmas
17 + 10 × 6 =,77.0,75.0,79.0,5,bodmas
14 ÷ (3 + 4) =,2.0,3.0,4.0,5,bodmas
(2 + 7) × 6 =,54.0,56.0,51.0,5,bodmas
